vendor_id,vendor_name,category,contract_value,contract_start,contract_end,sla_breaches_90d,incidents_90d,compliance_flag,uptime_pct,financial_risk_score,risk_probability,risk_tier,vendor_exit_risk
V_1239,Vendor_240,SaaS,3673425,2025-07-25,2027-02-20,1,2,0,100.0,0.38,0.69,Low,0
V_1240,Vendor_241,IT Services,1012452,2025-01-06,2027-03-18,0,1,0,99.83,0.47,0.27,Low,0
V_1241,Vendor_242,Cloud,4772340,2024-06-23,2026-06-06,0,1,0,100.0,0.3,0.23,Low,0
V_1242,Vendor_243,Logistics,2322759,2024-01-06,2026-08-09,4,1,0,100.0,0.37,1.24,Medium,0
V_1243,Vendor_244,IT Services,4713754,2024-02-20,2025-12-29,1,0,0,98.24,0.26,0.54,Low,0
V_1244,Vendor_245,Logistics,3895474,2024-08-22,2025-09-13,1,1,0,100.0,0.29,0.48,Low,0
V_1245,Vendor_246,Logistics,1734449,2024-02-24,2026-02-12,1,4,0,100.0,0.32,1.08,Medium,0
V_1246,Vendor_247,SaaS,3006151,2024-10-05,2025-06-16,0,1,0,97.03,0.28,0.67,Low,0
V_1247,Vendor_248,IT Services,453157,2023-12-27,2026-06-14,1,0,0,100.0,0.4,0.29,Low,0
V_1248,Vendor_249,Finance,293877,2024-04-16,2025-03-17,1,0,0,99.58,0.44,0.36,Low,0
V_1249,Vendor_250,Security,1449769,2024-01-29,2026-04-27,1,2,1,100.0,0.07,0.96,Medium,0
V_1250,Vendor_251,Cloud,4964082,2025-07-24,2026-08-19,0,2,1,98.33,0.58,1.01,Medium,0
V_1251,Vendor_252,SaaS,2048173,2024-09-12,2026-08-15,2,1,1,97.12,0.32,1.46,Medium,0
V_1252,Vendor_253,Cloud,4192887,2024-06-14,2025-10-02,0,0,0,97.11,0.4,0.47,Low,0
V_1253,Vendor_254,Security,328495,2025-12-14,2026-09-20,0,2,1,100.0,0.21,0.72,Low,0
V_1254,Vendor_255,Finance,4647855,2025-07-13,2027-04-06,2,0,0,99.17,0.25,0.65,Low,0
V_1255,Vendor_256,Security,2792455,2025-06-07,2028-01-19,0,0,0,99.28,0.41,0.15,Low,0
V_1256,Vendor_257,SaaS,4822945,2023-09-27,2026-03-14,3,0,0,99.56,0.12,0.83,Medium,0
V_1257,Vendor_258,Cloud,1693909,2024-06-09,2025-06-11,2,1,0,99.05,0.42,0.88,Medium,0
V_1258,Vendor_259,IT Services,2329042,2025-05-27,2027-12-20,2,2,0,98.2,0.33,1.2,Medium,0
V_1259,Vendor_260,Finance,1082499,2025-02-08,2025-12-11,0,0,1,99.29,0.21,0.43,Low,0
V_1260,Vendor_261,SaaS,3400448,2025-04-18,2027-02-26,1,1,0,100.0,0.36,0.49,Low,0
V_1261,Vendor_262,Logistics,497244,2025-06-04,2027-04-11,4,2,0,98.0,0.59,1.76,High,1
V_1262,Vendor_263,Cloud,3550967,2024-10-09,2026-12-25,3,1,1,99.97,0.43,1.3,Medium,0
V_1263,Vendor_264,Cloud,3905288,2025-11-08,2028-03-03,0,1,0,95.93,0.16,0.83,Medium,0
V_1264,Vendor_265,Security,4450852,2023-09-19,2025-05-14,2,0,1,100.0,0.3,0.83,Medium,0
V_1265,Vendor_266,Logistics,1664694,2024-03-22,2025-06-17,1,0,0,98.9,0.13,0.43,Low,0
V_1266,Vendor_267,IT Services,2067337,2025-04-25,2026-08-25,2,1,0,98.36,0.13,0.96,Medium,0
V_1267,Vendor_268,SaaS,3899091,2024-09-14,2025-07-27,1,0,0,99.04,0.4,0.43,Low,0
V_1268,Vendor_269,Finance,2066328,2025-04-12,2026-10-03,4,0,0,97.58,0.55,1.42,Medium,0
V_1269,Vendor_270,Cloud,2648133,2024-05-28,2026-06-24,0,0,0,99.89,0.17,0.03,Low,0
V_1270,Vendor_271,SaaS,1642173,2025-03-23,2025-10-13,0,0,0,98.58,0.32,0.25,Low,0
V_1271,Vendor_272,Finance,3402214,2025-07-11,2027-07-12,1,0,1,99.3,0.24,0.68,Low,0
V_1272,Vendor_273,Logistics,477244,2023-09-02,2026-07-08,1,2,1,99.65,0.19,1.02,Medium,0
V_1273,Vendor_274,IT Services,4969161,2024-05-23,2026-02-18,0,1,0,100.0,0.25,0.22,Low,0
V_1274,Vendor_275,Cloud,1200997,2024-03-12,2026-05-11,1,1,0,97.8,0.34,0.81,Medium,0
V_1275,Vendor_276,Finance,4481373,2025-05-25,2026-01-31,3,0,1,99.5,0.84,1.21,Medium,0
V_1276,Vendor_277,SaaS,1973217,2024-12-27,2027-08-18,2,0,0,98.01,0.29,0.83,Medium,0
V_1277,Vendor_278,SaaS,985783,2025-03-08,2026-09-19,1,0,0,100.0,0.15,0.26,Low,0
V_1278,Vendor_279,Logistics,4904491,2025-07-13,2027-01-31,1,2,0,97.98,0.34,0.99,Medium,0
V_1279,Vendor_280,SaaS,825292,2025-03-12,2027-11-14,3,2,1,100.0,0.22,1.47,Medium,0
V_1280,Vendor_281,SaaS,2611913,2024-05-21,2026-02-16,1,0,0,98.68,0.57,0.5,Low,0
V_1281,Vendor_282,Finance,4862066,2024-08-03,2025-08-10,2,1,0,100.0,0.59,0.76,Low,0
V_1282,Vendor_283,Finance,3914856,2025-05-27,2026-07-28,3,1,0,99.86,0.27,1.0,Medium,0
V_1283,Vendor_284,Logistics,362916,2024-12-10,2026-01-07,1,0,1,98.79,0.37,0.77,Low,0
V_1284,Vendor_285,Security,3007498,2023-09-14,2025-12-27,0,1,0,98.22,0.39,0.51,Low,0
V_1285,Vendor_286,Finance,4724110,2026-01-07,2026-11-23,2,0,1,97.47,0.14,1.19,Medium,0
V_1286,Vendor_287,IT Services,3059828,2023-11-14,2024-11-22,2,0,0,97.84,0.37,0.86,Medium,0
V_1287,Vendor_288,IT Services,1134309,2025-06-09,2028-01-28,0,2,1,97.06,0.07,1.15,Medium,0
V_1288,Vendor_289,IT Services,2885743,2024-12-27,2025-08-13,1,1,0,99.51,0.22,0.55,Low,0
V_1289,Vendor_290,IT Services,3131362,2024-09-16,2026-07-05,2,3,0,100.0,0.45,1.14,Medium,0
V_1290,Vendor_291,Cloud,1201882,2025-02-12,2025-08-14,2,1,0,99.06,0.37,0.88,Medium,0
V_1291,Vendor_292,IT Services,2026850,2024-12-05,2026-03-25,0,1,0,100.0,0.17,0.22,Low,0
V_1292,Vendor_293,Finance,541215,2025-05-27,2027-05-10,0,1,1,100.0,0.47,0.55,Low,0
V_1293,Vendor_294,SaaS,95256,2024-08-15,2027-06-24,4,1,0,98.37,0.6,1.5,Medium,0
V_1294,Vendor_295,Security,4494041,2024-05-07,2027-02-26,1,2,1,99.48,0.05,1.03,Medium,0
V_1295,Vendor_296,Finance,3925010,2024-03-27,2026-01-15,1,1,0,98.15,0.26,0.75,Low,0
V_1296,Vendor_297,Logistics,1646246,2024-05-13,2026-12-16,1,0,0,94.22,0.13,1.13,Medium,0
V_1297,Vendor_298,Security,2628682,2024-01-26,2025-05-10,3,2,0,97.3,0.34,1.59,Medium,0
V_1298,Vendor_299,IT Services,2984317,2025-07-10,2028-06-18,1,1,0,98.72,0.18,0.66,Low,0
V_1299,Vendor_300,Logistics,1859771,2025-06-29,2026-07-25,4,1,0,98.31,0.07,1.46,Medium,0
V_1300,Vendor_301,SaaS,591529,2023-12-29,2026-03-14,2,0,0,99.62,0.39,0.6,Low,0
V_1301,Vendor_302,SaaS,3241849,2024-12-04,2026-11-06,0,1,0,100.0,0.06,0.21,Low,0
V_1302,Vendor_303,Logistics,2076819,2024-03-24,2027-02-06,1,1,0,100.0,0.08,0.46,Low,0
V_1303,Vendor_304,Cloud,1440598,2025-01-18,2027-04-11,2,0,0,98.87,0.31,0.7,Low,0
V_1304,Vendor_305,Finance,3780370,2024-01-30,2026-08-16,1,0,1,95.81,0.1,1.19,Medium,0
V_1305,Vendor_306,IT Services,2041161,2024-11-23,2026-04-06,4,1,0,96.48,0.2,1.75,High,1
V_1306,Vendor_307,Logistics,4056389,2024-01-20,2025-04-03,3,0,1,98.46,0.14,1.3,Medium,0
V_1307,Vendor_308,SaaS,956395,2024-08-29,2026-04-13,0,0,0,97.87,0.25,0.34,Low,0
V_1308,Vendor_309,Finance,2443365,2025-06-30,2026-03-02,3,1,1,100.0,0.35,1.28,Medium,0
V_1309,Vendor_310,Finance,3245741,2025-08-17,2027-04-11,1,1,0,100.0,0.65,0.52,Low,0
V_1310,Vendor_311,Logistics,305658,2024-01-28,2026-08-12,3,1,0,97.85,0.27,1.3,Medium,0
V_1311,Vendor_312,Security,387462,2023-12-18,2024-11-05,1,1,0,100.0,0.29,0.48,Low,0
V_1312,Vendor_313,Logistics,2224758,2023-11-28,2024-09-25,0,0,0,98.19,0.66,0.34,Low,0
V_1313,Vendor_314,SaaS,3466403,2025-07-28,2028-07-11,0,0,0,100.0,0.29,0.03,Low,0
V_1314,Vendor_315,Security,1559390,2023-10-03,2025-12-04,3,0,0,95.9,0.28,1.39,Medium,0
V_1315,Vendor_316,Finance,3144510,2024-11-18,2025-06-10,0,1,0,97.33,0.57,0.66,Low,0
V_1316,Vendor_317,Finance,1161288,2025-03-02,2028-02-18,2,1,0,98.9,0.08,0.87,Medium,0
V_1317,Vendor_318,IT Services,2065726,2025-09-27,2026-07-14,3,2,0,99.48,0.31,1.26,Medium,0
V_1318,Vendor_319,IT Services,4745995,2024-02-20,2025-06-02,3,1,0,100.0,0.02,0.95,Medium,0
V_1319,Vendor_320,IT Services,897405,2023-10-02,2024-11-20,2,0,0,96.96,0.1,0.97,Medium,0
V_1320,Vendor_321,SaaS,4502664,2024-05-14,2027-03-18,1,1,0,100.0,0.2,0.47,Low,0
V_1321,Vendor_322,Security,1311368,2023-11-12,2025-10-24,2,0,0,100.0,0.19,0.52,Low,0
V_1322,Vendor_323,Security,1468314,2024-04-05,2027-01-13,1,1,0,98.95,0.02,0.61,Low,0
V_1323,Vendor_324,IT Services,676840,2024-11-16,2026-10-04,0,1,0,99.66,0.55,0.31,Low,0
V_1324,Vendor_325,IT Services,3328262,2024-12-13,2026-12-08,2,0,1,97.24,0.44,1.26,Medium,0
V_1325,Vendor_326,SaaS,399115,2024-05-29,2026-12-20,1,1,0,97.46,0.07,0.84,Medium,0
V_1326,Vendor_327,SaaS,4982206,2023-12-11,2026-02-02,3,1,0,99.74,0.19,1.01,Medium,0
V_1327,Vendor_328,Security,2074611,2025-01-08,2027-04-20,1,2,0,99.84,0.23,0.7,Low,0
V_1328,Vendor_329,SaaS,1910371,2024-01-02,2024-12-29,0,2,0,100.0,0.04,0.4,Low,0
V_1329,Vendor_330,Security,4467338,2024-10-09,2027-09-17,0,2,0,96.74,0.17,0.91,Medium,0
V_1330,Vendor_331,IT Services,1589663,2024-09-06,2026-10-20,3,1,0,98.95,0.25,1.13,Medium,0
V_1331,Vendor_332,Logistics,3506537,2025-01-01,2025-10-22,1,0,0,97.75,0.28,0.62,Low,0
V_1332,Vendor_333,Cloud,1059260,2024-03-21,2025-03-26,0,2,0,100.0,0.26,0.43,Low,0
V_1333,Vendor_334,SaaS,400068,2024-02-29,2026-03-24,2,2,0,100.0,0.39,0.94,Medium,0
V_1334,Vendor_335,SaaS,1431710,2025-11-01,2027-12-02,2,3,1,99.91,0.24,1.44,Medium,0
V_1335,Vendor_336,Finance,1517256,2025-02-04,2025-11-08,0,1,0,97.99,0.6,0.56,Low,0
V_1336,Vendor_337,Finance,4702124,2025-02-13,2027-03-31,4,0,0,96.9,0.36,1.5,Medium,0
V_1337,Vendor_338,Security,3355107,2024-10-28,2026-10-05,1,2,0,96.28,0.21,1.23,Medium,0
V_1338,Vendor_339,Cloud,3693488,2024-08-24,2025-09-23,1,0,0,100.0,0.1,0.26,Low,0
V_1339,Vendor_340,Finance,1366303,2023-11-09,2025-12-26,1,1,0,100.0,0.4,0.49,Low,0
V_1340,Vendor_341,Finance,3067465,2023-09-06,2026-06-07,0,1,0,99.65,0.49,0.3,Low,0
V_1341,Vendor_342,SaaS,4872778,2024-11-14,2027-09-03,1,0,1,96.99,0.39,1.04,Medium,0
V_1342,Vendor_343,Finance,3354860,2024-09-07,2026-05-04,2,2,0,96.0,0.09,1.51,Medium,0
V_1343,Vendor_344,SaaS,2951884,2023-10-22,2026-08-19,1,1,1,99.39,0.13,0.85,Medium,0
V_1344,Vendor_345,Logistics,3096672,2024-02-20,2026-02-03,5,1,0,99.1,0.38,1.62,High,1
V_1345,Vendor_346,Cloud,4358307,2025-09-12,2027-05-22,0,1,0,97.98,0.11,0.51,Low,0
V_1346,Vendor_347,Logistics,2257928,2025-11-11,2028-08-15,2,1,0,100.0,0.24,0.72,Low,0
V_1347,Vendor_348,Cloud,3272018,2025-03-11,2025-10-08,4,3,0,98.35,0.22,1.87,High,1
V_1348,Vendor_349,Finance,4184608,2023-10-10,2025-08-13,1,1,0,98.43,0.06,0.69,Low,0
V_1349,Vendor_350,Logistics,4919236,2025-08-06,2026-03-14,0,0,0,99.36,0.28,0.12,Low,0
V_1350,Vendor_351,Cloud,735328,2025-09-24,2028-06-17,1,2,0,96.91,0.31,1.14,Medium,0
V_1351,Vendor_352,Cloud,4056622,2025-09-09,2027-02-08,2,0,0,99.89,0.08,0.52,Low,0
V_1352,Vendor_353,SaaS,92137,2025-08-18,2027-12-31,2,0,1,100.0,0.42,0.84,Medium,0
V_1353,Vendor_354,Logistics,4200579,2023-09-04,2026-08-03,1,1,0,96.14,0.21,1.05,Medium,0
V_1354,Vendor_355,Security,323541,2025-08-24,2027-01-21,1,0,0,98.3,0.25,0.53,Low,0
V_1355,Vendor_356,SaaS,3978683,2025-04-08,2027-04-18,3,1,0,97.55,0.36,1.35,Medium,0
V_1356,Vendor_357,Logistics,2807506,2025-07-20,2026-10-10,3,2,0,96.65,0.24,1.68,High,1
V_1357,Vendor_358,Security,1097146,2025-01-27,2027-10-19,2,3,0,100.0,0.52,1.15,Medium,0
V_1358,Vendor_359,Finance,2253463,2024-05-11,2026-02-21,2,1,0,100.0,0.23,0.72,Low,0
V_1359,Vendor_360,IT Services,3321593,2024-12-18,2027-10-29,3,3,0,99.82,0.31,1.41,Medium,0
V_1360,Vendor_361,Logistics,1296729,2024-10-07,2025-11-02,1,1,1,100.0,0.55,0.8,Medium,0
V_1361,Vendor_362,Finance,735611,2025-10-25,2027-10-30,1,0,0,97.8,0.28,0.61,Low,0
V_1362,Vendor_363,Finance,3936932,2025-11-23,2027-06-07,1,2,1,98.52,0.18,1.19,Medium,0
V_1363,Vendor_364,SaaS,91139,2025-06-01,2028-05-09,2,1,0,98.94,0.68,0.93,Medium,0
V_1364,Vendor_365,SaaS,1748413,2023-12-15,2024-09-07,2,2,0,96.26,0.24,1.48,Medium,0
V_1365,Vendor_366,SaaS,2920581,2024-01-30,2026-11-07,0,1,0,100.0,0.09,0.21,Low,0
V_1366,Vendor_367,Logistics,2137001,2024-05-13,2027-04-18,0,3,1,100.0,0.26,0.93,Medium,0
V_1367,Vendor_368,Logistics,3535001,2023-10-22,2026-08-11,1,2,0,99.62,0.59,0.77,Low,0
V_1368,Vendor_369,IT Services,2122171,2025-12-24,2027-08-16,2,2,1,99.6,0.69,1.33,Medium,0
V_1369,Vendor_370,IT Services,3843092,2024-09-24,2027-08-17,0,1,1,99.21,0.33,0.65,Low,0
V_1370,Vendor_371,Cloud,4873416,2024-04-04,2026-08-09,1,0,0,98.8,0.17,0.45,Low,0
V_1371,Vendor_372,Security,4216289,2024-08-27,2025-04-26,1,1,0,97.02,0.23,0.92,Medium,0
V_1372,Vendor_373,SaaS,966992,2025-08-05,2028-06-13,1,0,0,100.0,0.51,0.3,Low,0
V_1373,Vendor_374,SaaS,1700224,2024-10-04,2027-04-15,1,1,0,100.0,0.4,0.49,Low,0
V_1374,Vendor_375,Security,4710110,2024-07-29,2026-04-21,2,4,0,98.53,0.43,1.56,Medium,0
V_1375,Vendor_376,Security,1922204,2024-12-12,2026-07-28,1,1,1,96.54,0.3,1.3,Medium,0
V_1376,Vendor_377,SaaS,4798584,2025-06-02,2027-02-24,1,0,0,97.4,0.18,0.66,Low,0
V_1377,Vendor_378,Cloud,4551572,2025-11-22,2028-04-16,0,2,0,99.98,0.12,0.41,Low,0
V_1378,Vendor_379,Logistics,1708800,2023-11-07,2025-05-17,1,2,1,99.1,0.19,1.1,Medium,0
V_1379,Vendor_380,Cloud,2934991,2023-09-07,2024-09-13,2,1,0,96.44,0.56,1.29,Medium,0
V_1380,Vendor_381,Cloud,1443488,2024-08-28,2026-01-11,3,2,0,100.0,0.34,1.18,Medium,0
V_1381,Vendor_382,IT Services,3889973,2024-02-10,2026-06-08,2,2,1,98.54,0.04,1.42,Medium,0
V_1382,Vendor_383,Cloud,765003,2025-04-29,2026-07-23,0,0,0,98.1,0.37,0.32,Low,0
V_1383,Vendor_384,Logistics,1864630,2023-09-18,2024-08-08,1,3,0,97.9,0.25,1.19,Medium,0
V_1384,Vendor_385,Logistics,4934872,2024-02-06,2025-12-10,0,1,0,100.0,0.4,0.24,Low,0
V_1385,Vendor_386,Security,3812853,2025-03-14,2025-11-16,1,1,1,97.86,0.16,1.09,Medium,0
V_1386,Vendor_387,IT Services,3996617,2026-01-02,2027-01-12,1,1,0,98.99,0.29,0.63,Low,0
V_1387,Vendor_388,Finance,320001,2025-01-27,2026-09-14,0,0,1,96.71,0.64,0.86,Medium,0
V_1388,Vendor_389,Cloud,2851285,2024-01-27,2025-06-14,1,1,1,98.66,0.31,0.98,Medium,0
V_1389,Vendor_390,IT Services,2585896,2025-03-29,2026-12-29,3,0,0,97.52,0.09,1.13,Medium,0
V_1390,Vendor_391,Logistics,4689158,2023-10-07,2024-11-16,4,0,0,95.4,0.35,1.72,High,1
V_1391,Vendor_392,Security,3063337,2024-08-14,2027-07-23,3,0,0,96.3,0.04,1.31,Medium,0
V_1392,Vendor_393,Cloud,1317633,2024-10-12,2026-05-10,0,3,0,99.89,0.27,0.64,Low,0
V_1393,Vendor_394,IT Services,620993,2025-05-25,2026-04-02,0,1,0,99.67,0.56,0.31,Low,0
V_1394,Vendor_395,SaaS,3475077,2025-01-26,2026-01-03,2,0,1,97.43,0.39,1.22,Medium,0
V_1395,Vendor_396,SaaS,3897593,2024-07-09,2026-07-23,0,1,1,100.0,0.36,0.54,Low,0
V_1396,Vendor_397,Finance,194375,2025-11-16,2026-06-12,1,5,1,99.36,0.33,1.68,High,1
V_1397,Vendor_398,Cloud,2090403,2024-02-16,2024-10-03,0,0,0,99.4,0.38,0.13,Low,0
V_1398,Vendor_399,Finance,2991616,2024-12-28,2026-07-19,2,1,0,96.71,0.41,1.23,Medium,0
V_1399,Vendor_400,IT Services,3881854,2023-09-09,2025-08-13,1,0,0,98.17,0.34,0.56,Low,0
V_1400,Vendor_401,Security,1565719,2025-01-13,2027-11-11,1,2,0,96.63,0.33,1.19,Medium,0
V_1401,Vendor_402,IT Services,2862789,2024-07-19,2025-12-22,2,1,0,98.91,0.29,0.89,Medium,0
V_1402,Vendor_403,SaaS,3502550,2025-12-08,2028-04-11,1,0,0,100.0,0.15,0.26,Low,0
V_1403,Vendor_404,Security,1557394,2026-01-13,2028-04-08,2,2,0,98.85,0.35,1.11,Medium,0
V_1404,Vendor_405,Cloud,2145598,2023-12-10,2024-07-22,1,1,0,98.9,0.46,0.66,Low,0
V_1405,Vendor_406,Cloud,2895376,2023-09-25,2026-03-22,1,2,0,100.0,0.05,0.66,Low,0
V_1406,Vendor_407,Security,197631,2024-06-07,2024-12-05,1,3,0,99.57,0.26,0.94,Medium,0
V_1407,Vendor_408,Cloud,4827551,2023-10-16,2025-11-28,1,0,0,98.27,0.25,0.53,Low,0
V_1408,Vendor_409,Security,1435049,2024-06-01,2027-01-21,4,4,0,99.62,0.22,1.88,High,1
V_1409,Vendor_410,IT Services,4162924,2024-12-24,2026-03-18,1,3,1,97.67,0.35,1.53,Medium,0
V_1410,Vendor_411,Finance,2790855,2024-03-08,2025-02-07,1,1,1,98.65,0.22,0.97,Medium,0
V_1411,Vendor_412,SaaS,474190,2024-08-05,2026-08-24,0,1,0,97.33,0.32,0.63,Low,0
V_1412,Vendor_413,Security,2605517,2024-06-19,2026-06-10,0,1,0,100.0,0.31,0.23,Low,0
V_1413,Vendor_414,Logistics,2295772,2024-01-07,2025-04-30,0,0,0,99.61,0.18,0.08,Low,0
V_1414,Vendor_415,Security,2515849,2025-10-05,2028-06-22,2,2,0,100.0,0.37,0.94,Medium,0
V_1415,Vendor_416,Cloud,4812315,2024-09-22,2026-06-13,2,1,0,98.42,0.05,0.94,Medium,0
V_1416,Vendor_417,Cloud,4087746,2025-04-18,2027-02-14,3,0,0,97.32,0.05,1.16,Medium,0
V_1417,Vendor_418,IT Services,4285040,2025-06-04,2027-08-01,1,1,0,100.0,0.27,0.48,Low,0
V_1418,Vendor_419,Cloud,4909633,2025-09-24,2028-05-28,3,0,0,98.41,0.25,1.01,Medium,0
V_1419,Vendor_420,SaaS,3398549,2025-08-22,2026-10-21,3,0,0,99.37,0.2,0.86,Medium,0
V_1420,Vendor_421,SaaS,3503708,2025-06-07,2026-01-23,1,1,1,100.0,0.65,0.82,Medium,0
V_1421,Vendor_422,Cloud,4159683,2024-10-16,2025-08-24,2,1,0,99.03,0.24,0.87,Medium,0
V_1422,Vendor_423,Logistics,4909382,2023-10-16,2024-10-03,2,0,1,98.31,0.17,1.07,Medium,0
V_1423,Vendor_424,SaaS,2468853,2024-07-25,2027-06-22,3,0,0,100.0,0.31,0.78,Low,0
V_1424,Vendor_425,IT Services,2591083,2024-11-16,2025-05-31,1,3,1,99.11,0.15,1.3,Medium,0
V_1425,Vendor_426,Cloud,284433,2024-01-22,2026-05-23,1,2,0,99.18,0.13,0.79,Low,0
V_1426,Vendor_427,Cloud,3982613,2024-03-09,2025-07-24,1,2,1,99.86,0.15,0.99,Medium,0
V_1427,Vendor_428,Finance,1904260,2024-10-08,2026-05-25,0,2,0,98.12,0.37,0.72,Low,0
V_1428,Vendor_429,IT Services,1464119,2024-09-08,2026-06-20,0,1,0,99.27,0.52,0.36,Low,0
V_1429,Vendor_430,SaaS,1512417,2023-12-06,2025-10-31,1,1,0,98.39,0.25,0.72,Low,0
V_1430,Vendor_431,IT Services,1817581,2023-11-24,2026-04-14,2,2,0,99.03,0.67,1.11,Medium,0
V_1431,Vendor_432,Security,1846641,2024-06-02,2026-11-06,2,1,0,100.0,0.15,0.72,Low,0
V_1432,Vendor_433,Security,2945537,2025-06-05,2028-01-25,0,1,0,98.65,0.36,0.44,Low,0
V_1433,Vendor_434,Cloud,532870,2023-12-12,2024-09-17,0,1,1,99.46,0.32,0.61,Low,0
V_1434,Vendor_435,SaaS,3423328,2025-06-01,2027-01-21,0,0,1,100.0,0.23,0.32,Low,0
V_1435,Vendor_436,SaaS,2764660,2023-11-17,2024-09-28,2,1,0,99.88,0.45,0.76,Low,0
V_1436,Vendor_437,Security,1985822,2024-07-27,2026-10-10,0,0,0,98.3,0.37,0.29,Low,0
V_1437,Vendor_438,Logistics,2707179,2024-09-02,2027-02-04,0,2,0,100.0,0.15,0.42,Low,0
V_1438,Vendor_439,Finance,1270682,2025-03-30,2027-11-27,2,1,0,100.0,0.29,0.73,Low,0
V_1439,Vendor_440,Cloud,1086658,2024-11-26,2025-09-02,1,1,0,96.23,0.44,1.06,Medium,0
V_1440,Vendor_441,Finance,2186491,2025-08-14,2027-04-01,2,0,0,100.0,0.38,0.54,Low,0
V_1441,Vendor_442,Finance,2707303,2025-03-04,2026-05-31,1,0,0,100.0,0.32,0.28,Low,0
V_1442,Vendor_443,SaaS,396229,2025-05-27,2026-09-27,1,2,0,97.17,0.14,1.09,Medium,0
V_1443,Vendor_444,IT Services,3382006,2025-07-13,2028-05-28,0,1,1,98.22,0.45,0.81,Medium,0
V_1444,Vendor_445,SaaS,4155810,2025-05-24,2026-12-04,4,2,0,100.0,0.39,1.44,Medium,0
V_1445,Vendor_446,Logistics,691142,2025-02-18,2026-07-18,1,1,1,98.89,0.44,0.96,Medium,0
V_1446,Vendor_447,IT Services,4141701,2023-12-07,2026-02-12,3,1,1,96.95,0.32,1.74,High,1
V_1447,Vendor_448,Security,717538,2024-09-26,2025-08-26,0,1,0,99.13,0.09,0.34,Low,0
V_1448,Vendor_449,Security,1931397,2024-06-02,2026-12-22,2,1,0,97.72,0.52,1.09,Medium,0
V_1449,Vendor_450,Finance,79092,2025-06-14,2026-11-23,1,1,0,97.2,0.38,0.91,Medium,0
V_1450,Vendor_451,Security,1710100,2023-12-03,2026-07-13,2,0,0,99.42,0.4,0.63,Low,0
V_1451,Vendor_452,Logistics,4281797,2025-08-08,2027-08-08,1,0,0,99.52,0.27,0.35,Low,0
V_1452,Vendor_453,IT Services,4473475,2025-10-31,2028-02-04,2,1,0,97.94,0.33,1.04,Medium,0
V_1453,Vendor_454,Cloud,2832540,2024-11-06,2026-05-14,0,1,0,100.0,0.1,0.21,Low,0
V_1454,Vendor_455,IT Services,982196,2024-02-06,2024-08-26,2,0,0,97.11,0.22,0.96,Medium,0
V_1455,Vendor_456,Logistics,2757430,2023-10-03,2025-05-26,2,1,0,100.0,0.29,0.73,Low,0
V_1456,Vendor_457,IT Services,4006092,2024-06-22,2026-09-14,4,0,0,96.27,0.53,1.61,High,1
V_1457,Vendor_458,Cloud,2694046,2024-06-13,2026-10-28,3,2,0,97.23,0.3,1.6,Medium,0
V_1458,Vendor_459,Finance,1711342,2024-12-21,2027-05-15,1,2,1,100.0,0.26,0.98,Medium,0
V_1459,Vendor_460,IT Services,4090013,2025-12-11,2027-03-28,3,3,0,96.91,0.67,1.88,High,1
V_1460,Vendor_461,Cloud,4056714,2024-12-21,2027-11-02,1,1,1,97.75,0.26,1.11,Medium,0
V_1461,Vendor_462,Logistics,857400,2024-02-17,2026-07-02,2,1,0,100.0,0.22,0.72,Low,0
V_1462,Vendor_463,Logistics,2386038,2024-08-25,2027-01-10,1,1,0,96.89,0.43,0.96,Medium,0
V_1463,Vendor_464,SaaS,339372,2025-10-17,2027-03-07,0,1,0,99.88,0.32,0.25,Low,0
V_1464,Vendor_465,Cloud,1141014,2023-09-29,2026-01-26,3,2,0,100.0,0.26,1.18,Medium,0
V_1465,Vendor_466,IT Services,618933,2025-11-03,2026-12-16,3,0,0,100.0,0.46,0.8,Low,0
V_1466,Vendor_467,Security,2009484,2024-05-25,2027-01-27,1,1,0,99.63,0.06,0.51,Low,0
V_1467,Vendor_468,IT Services,3883538,2024-10-10,2027-03-26,1,0,0,99.35,0.26,0.37,Low,0
V_1468,Vendor_469,Finance,1457576,2024-03-24,2026-07-30,0,0,1,97.63,0.34,0.69,Low,0
V_1469,Vendor_470,IT Services,2463911,2024-12-28,2026-10-11,4,0,0,97.52,0.12,1.38,Medium,0
V_1470,Vendor_471,Cloud,4139437,2024-07-08,2026-12-07,0,0,1,97.64,0.21,0.68,Low,0
V_1471,Vendor_472,Logistics,2642440,2024-04-26,2026-10-30,0,0,0,98.74,0.41,0.23,Low,0
V_1472,Vendor_473,Finance,4891905,2025-12-28,2028-11-14,0,1,0,100.0,0.32,0.23,Low,0
V_1473,Vendor_474,IT Services,189565,2024-07-20,2027-01-01,0,0,0,100.0,0.23,0.02,Low,0
V_1474,Vendor_475,Security,3600985,2024-02-19,2025-09-06,4,2,0,97.87,0.15,1.73,High,1
V_1475,Vendor_476,SaaS,1145589,2024-05-23,2027-02-06,2,1,0,98.31,0.15,0.97,Medium,0
V_1476,Vendor_477,Finance,1183859,2024-10-23,2027-04-05,0,0,1,98.3,0.07,0.56,Low,0
V_1477,Vendor_478,Finance,3325072,2024-09-09,2026-10-15,2,0,0,99.91,0.05,0.52,Low,0
V_1478,Vendor_479,Finance,2949359,2023-11-11,2025-07-08,2,1,0,99.99,0.1,0.71,Low,0
